1,0
1.1,0.09531
1.2,0.182322
1.3,0.262364
1.4,0.336472
1.5,0.405466
1.6,0.470002
1.7,0.530628
1.8,0.58779
1.9,0.641854
2,0.693128
2.1,0.741935
2.2,0.788459
2.3,0.832909
2.4,0.875469
2.5,0.916292
2.6,0.955509
2.7,0.993249
2.8,1.029623
2.9,1.064709
3,1.098593
3.1,1.131399
3.2,1.163152
3.3,1.193923
3.4,1.223776
3.5,1.252763
3.6,1.280928
3.7,1.308331
3.8,1.335006
3.9,1.360976
4,1.386274
4.1,1.410984
4.2,1.435087
4.3,1.458614
4.4,1.481604
4.5,1.504076
4.6,1.52605
4.7,1.54756
4.8,1.568621
4.9,1.589235
5,1.609416
5.1,1.629236
5.2,1.64866
5.3,1.667706
5.4,1.686397
5.5,1.704745
5.6,1.722759
5.7,1.740463
5.8,1.75786
5.9,1.774952
6,1.791738
6.1,1.808283
6.2,1.824551
6.3,1.840548
6.4,1.856296
6.5,1.8718
6.6,1.887062
6.7,1.902104
6.8,1.916924
6.9,1.931522
7,1.945889
7.1,1.960089
7.2,1.974082
7.3,1.987871
7.4,2.001478
7.5,2.0149
7.6,2.028139
7.7,2.041216
7.8,2.054125
7.9,2.066864
8,2.079421
8.1,2.091857
8.2,2.104135
8.3,2.116252
8.4,2.12823
8.5,2.140062
8.6,2.151752
8.7,2.163318
8.8,2.174751
8.9,2.186051
9,2.197203
9.1,2.208267
9.2,2.219204
9.3,2.23001
9.4,2.240708
9.5,2.251287
9.6,2.261752
9.7,2.272121
9.8,2.282381
9.9,2.292535
1E+1,2.302563
10.1,2.312527
10.2,2.322388
10.3,2.332139
10.4,2.341804
10.5,2.351371
10.6,2.360842
10.7,2.370239
10.8,2.379545
10.9,2.388763
11,2.397873
11.1,2.406937
11.2,2.415914
11.3,2.424798
11.4,2.433612
11.5,2.442343
11.6,2.450993
11.7,2.459584
11.8,2.468098
11.9,2.476537
12,2.484884
12.1,2.493197
12.2,2.501436
12.3,2.509595
12.4,2.517694
12.5,2.525725
12.6,2.533685
12.7,2.541597
12.8,2.549444
12.9,2.557226
13,2.564927
13.1,2.572604
13.2,2.580217
13.3,2.58776
13.4,2.595252
13.5,2.602687
13.6,2.610058
13.7,2.617391
13.8,2.624668
13.9,2.631887
14,2.639035
14.1,2.646166
14.2,2.653242
14.3,2.660255
14.4,2.667225
14.5,2.674144
14.6,2.681009
14.7,2.687843
14.8,2.694626
14.9,2.701358
15,2.708027
15.1,2.714686
15.2,2.721295
15.3,2.727848
15.4,2.734363
15.5,2.740835
15.6,2.747257
15.7,2.753656
15.8,2.760009
15.9,2.766316
16,2.772566
16.1,2.77881
16.2,2.78501
16.3,2.791159
16.4,2.797275
16.5,2.803356
16.6,2.809389
16.7,2.815403
16.8,2.821378
16.9,2.82731
17,2.83319
17.1,2.839069
17.2,2.844907
17.3,2.8507
17.4,2.856464
17.5,2.862196
17.6,2.867885
17.7,2.873559
17.8,2.879197
17.9,2.884797
18,2.890349
18.1,2.895903
18.2,2.90142
18.3,2.906893
18.4,2.912343
18.5,2.917765
18.6,2.923147
18.7,2.928517
18.8,2.933855
18.9,2.939157
19,2.944416
19.1,2.94968
19.2,2.954908
19.3,2.960097
19.4,2.965266
19.5,2.970409
19.6,2.975514
19.7,2.980612
19.8,2.985679
19.9,2.990714
2E+1,2.99571
